 -1.0000000000E+02 -1.0000000000E+02  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -9.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -8.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -7.8333333333E+01  3.19748E-04  9.90000E+01
 -1.0000000000E+02 -7.6666666667E+01  1.44228E-04  6.80642E+01
 -1.0000000000E+02 -7.5000000000E+01  4.04731E-04  9.90000E+01
 -1.0000000000E+02 -7.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -7.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -7.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -6.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -6.6666666667E+01  3.97426E-04  9.90000E+01
 -1.0000000000E+02 -6.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -6.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -6.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -6.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -5.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -5.6666666667E+01  3.62258E-04  7.04832E+01
 -1.0000000000E+02 -5.5000000000E+01  7.26040E-05  9.90000E+01
 -1.0000000000E+02 -5.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -5.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -5.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -4.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -4.6666666667E+01  3.82720E-04  8.36655E+01
 -1.0000000000E+02 -4.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -4.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -4.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -4.0000000000E+01  3.23177E-04  9.90000E+01
 -1.0000000000E+02 -3.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -2.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -2.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -2.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -2.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -2.1666666667E+01  3.32224E-04  9.90000E+01
 -1.0000000000E+02 -2.0000000000E+01  2.33158E-04  9.90000E+01
 -1.0000000000E+02 -1.8333333333E+01  7.15602E-05  9.90000E+01
 -1.0000000000E+02 -1.6666666667E+01  3.62932E-04  8.67599E+01
 -1.0000000000E+02 -1.5000000000E+01  3.33098E-04  9.90000E+01
 -1.0000000000E+02 -1.3333333333E+01  3.52947E-04  8.95889E+01
 -1.0000000000E+02 -1.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -1.0000000000E+01  5.94426E-05  9.90000E+01
 -1.0000000000E+02 -8.3333333333E+00  2.48913E-04  9.90000E+01
 -1.0000000000E+02 -6.6666666667E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -5.0000000000E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -3.3333333333E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02 -1.6666666667E+00  3.73742E-04  9.80211E+01
 -1.0000000000E+02  0.0000000000E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02  1.6666666667E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.3333333333E+00  5.93738E-05  9.90000E+01
 -1.0000000000E+02  5.0000000000E+00  3.03974E-04  9.66516E+01
 -1.0000000000E+02  6.6666666667E+00  0.00000E+00  0.00000E+00
 -1.0000000000E+02  8.3333333333E+00  3.06981E-04  9.90000E+01
 -1.0000000000E+02  1.0000000000E+01  3.32592E-04  7.00469E+01
 -1.0000000000E+02  1.1666666667E+01  3.22475E-04  7.71263E+01
 -1.0000000000E+02  1.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  1.5000000000E+01  3.33448E-04  8.30036E+01
 -1.0000000000E+02  1.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  1.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  2.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  3.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  4.0000000000E+01  3.86398E-04  7.45791E+01
 -1.0000000000E+02  4.1666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  4.3333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  4.5000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  4.6666666667E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  4.8333333333E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  5.0000000000E+01  0.00000E+00  0.00000E+00
 -1.0000000000E+02  5.1666666667E+01  0.00000E+00  0.00000E+00
